NSC,CELL_NAME
767333,OVCAR_4
663285,SK_MEL_5
756280,SK_MEL_5
767267,SF_268
156130,SF_539
756183,U251
407808,T47D
613011,CCRF_CEM
756368,T47D
758667,EKVX
19912,MDA_N
703744,SF_268
667640,MALME_3M
800984,U251
756410,UO_31
800979,HCT_15
676180,HCC_2998
756392,A498
694501,PC_3
76387,UACC_62
800803,MDA_MB_435
800994,MDA_MB_231
801013,MDA_MB_435
6814,CCRF_CEM
325014,SF_295
282752,LOXIMVI
756358,NCI_H522
756164,OVCAR_4
756212,NCI_ADR_RES
756155,RPMI_8226
758257,COLO205
3894,UACC_62
330500,OVCAR_4
756370,MALME_3M
752,SK_MEL_28
285166,HT29
664172,MDA_MB_231
844,HT29
329680,UACC_62
106399,OVCAR_8
727676,SNB_75
648784,LOXIMVI
626923,MDA_N
756170,HOP_92
33669,U251
717695,NCI_ADR_RES
26980,A549
756355,OVCAR_4
139105,HL_60
737370,OVCAR_3
132319,OVCAR_8
66357,HCT_15
8120,HL_60
350895,UO_31
756260,HCT_15
633555,OVCAR_4
721,SF_539
186,A498
756698,COLO205
95580,HCC_2998
756201,CCRF_CEM
756143,CCRF_CEM
645777,SF_295
38721,NCI_H522
800985,EKVX
766811,NCI_ADR_RES
667641,HL_60
756158,HOP_92
756402,IGROV1
45388,OVCAR_8
756309,COLO205
767335,DU_145
708934,KM12
7521,M14
647389,OVCAR_3
697726,HL_60
375574,UO_31
756189,KM12
756238,SK_MEL_28
663299,SF_268
674621,MDA_N
720515,UO_31
339638,DU_145
138780,SK_MEL_28
95466,SR
603071,T47D
630678,A549
800084,LOXIMVI
633782,RPMI_8226
686673,IGROV1
600032,A549
182986,ACHN
701996,MDA_MB_231
650467,LOXIMVI
1906,SNB_19
756279,SF_539
19893,OVCAR_3
767335,RXF_393
799327,A498
727631,M14
756477,A498
756479,PC_3
664168,COLO205
800767,OVCAR_8
634724,A549
719214,LOXIMVI
756408,SF_539
243023,UACC_62
249992,M14
756282,SF_268
800070,CCRF_CEM
354646,KM12
741899,RPMI_8226
726188,HCC_2998
663322,OVCAR_8
756404,COLO205
727676,OVCAR_8
24559,RXF_393
19492,KM12
349438,SK_MEL_28
756431,NCI_H522
756272,MDA_MB_435
800783,A549
349155,HOP_92
294734,RXF_393
800949,RPMI_8226
26980,RXF_393
756260,OVCAR_8
756251,NCI_ADR_RES
756189,RPMI_8226
756399,PC_3
800782,MDA_MB_435
800070,UO_31
89201,SK_MEL_5
756177,MDA_MB_231
696860,A498
648789,OVCAR_8
799348,OVCAR_8
756176,IGROV1
628134,HOP_92
800948,ACHN
663285,ACHN
641484,NCI_H522
800086,SK_MEL_28
695404,SF_268
799350,KM12
648789,SNB_19
767344,OVCAR_8
727676,HT29
800794,OVCAR_8
2654,A549
800949,HCC_2998
756279,UACC_257
756411,MOLT_4
756717,A549
800780,SF_295
756160,M14
125066,CCRF_CEM
22842,HCC_2998
767333,ACHN
178249,SNB_75
800778,DU_145
756336,SF_539
756363,SF_295
26271,OVCAR_8
741899,PC_3
799348,MALME_3M
756298,PC_3
690274,MDA_N
609395,COLO205
756364,OVCAR_3
756372,UACC_257
356885,MALME_3M
800873,A549
33832,SNB_19
651084,ACHN
664173,UACC_62
740565,CCRF_CEM
756189,T47D
756479,COLO205
756160,SF_539
756151,M14
800946,SK_MEL_5
73754,HT29
325014,HOP_92
9908,HOP_92
329680,PC_3
648784,EKVX
22842,RPMI_8226
800851,OVCAR_8
756171,DU_145
166520,SF_295
756156,HOP_92
21206,SNB_75
800841,CCRF_CEM
28130,MALME_3M
800076,NCI_H522
756154,OVCAR_8
800778,HCC_2998
676180,PC_3
643407,OVCAR_8
77037,OVCAR_4
800962,DU_145
800940,IGROV1
276382,PC_3
756355,UO_31
166520,RPMI_8226
630176,U251
19912,LOXIMVI
633713,SF_295
756380,LOXIMVI
756313,CCRF_CEM
767338,OVCAR_4
756302,SR
767341,SF_539
82151,DU_145
756177,DU_145
25953,OVCAR_4
717696,MOLT_4
650467,EKVX
615484,HCC_2998
65104,M14
65104,T47D
799356,MOLT_4
799350,OVCAR_8
65346,SF_295
261726,OVCAR_4
756160,UACC_257
326233,UO_31
641484,SF_295
633782,COLO205
648789,SR
756411,UACC_62
756179,SF_539
756296,SF_539
615484,MALME_3M
756374,COLO205
756336,NCI_ADR_RES
767335,OVCAR_4
138780,T47D
756386,U251
800855,CCRF_CEM
32065,MDA_MB_231
800783,M14
800077,SF_268
303812,SF_539
606194,SK_MEL_28
756189,IGROV1
756176,COLO205
757831,T47D
779374,KM12
241240,RXF_393
799342,T47D
756155,UO_31
603071,IGROV1
756258,SNB_19
356885,T47D
756152,SK_MEL_28
215139,IGROV1
703147,MDA_N
800944,M14
799325,SF_295
800767,COLO205
733608,A549
767242,HCT_15
756278,HL_60
756160,RPMI_8226
674621,A549
800075,M14
756431,COLO205
800780,MALME_3M
65346,RXF_393
727368,ACHN
717696,UACC_257
141633,HCT_15
83628,U251
756287,HCT_15
77037,CCRF_CEM
800085,UO_31
800813,IGROV1
261726,SNB_75
68075,SF_295
138925,UACC_62
45410,PC_3
354646,A549
756324,RPMI_8226
800076,MALME_3M
756486,COLO205
375575,EKVX
21729,COLO205
74859,OVCAR_8
209835,A549
756179,SF_295
696259,SK_MEL_28
800873,HCT_15
756139,SF_268
375575,SK_MEL_5
663299,ACHN
756166,IGROV1
163027,SK_MEL_5
656160,SK_MEL_28
100058,HOP_92
756356,MALME_3M
717695,OVCAR_8
51148,SNB_75
756389,SNB_75
800946,DU_145
33832,MALME_3M
640353,ACHN
26271,MDA_N
756201,LOXIMVI
800084,OVCAR_3
73754,SF_295
34462,OVCAR_4
708929,NCI_ADR_RES
756176,SF_295
633713,COLO205
660030,MDA_MB_435
800864,SK_MEL_28
59729,UO_31
339004,HCC_2998
800842,HL_60
93819,EKVX
666096,EKVX
756386,T47D
752506,OVCAR_4
756285,U251
613729,HCT_15
330499,MDA_MB_231
800962,U251
756421,SR
24818,SF_539
5889,HL_60
800085,HCT_15
126849,UACC_257
640353,MALME_3M
33669,HT29
180973,T47D
800851,HCT_15
799325,UACC_257
663299,SF_539
767399,OVCAR_3
756183,SF_295
613729,HT29
800780,SR
667641,COLO205
756183,CCRF_CEM
758615,OVCAR_4
633782,U251
204985,OVCAR_8
633555,OVCAR_8
756180,ACHN
756311,UACC_62
178249,OVCAR_3
756136,SF_539
756334,CCRF_CEM
844,NCI_H522
381837,SF_295
756192,OVCAR_4
800940,DU_145
646244,ACHN
756358,EKVX
200737,COLO205
756370,ACHN
758194,IGROV1
38270,DU_145
180973,SNB_19
756388,HOP_92
339004,NCI_H522
756364,M14
767335,UO_31
800933,SF_268
61805,SK_MEL_28
756146,SK_MEL_28
624548,EKVX
756399,RXF_393
153858,CCRF_CEM
767399,HOP_92
200737,DU_145
750690,MOLT_4
624548,UACC_62
139105,HCC_2998
756316,EKVX
756391,SNB_19
330499,RPMI_8226
756288,PC_3
800949,HCT_15
756319,IGROV1
138925,OVCAR_3
800998,ACHN
9364,M14
634724,OVCAR_8
76387,OVCAR_8
51148,U251
756143,HT29
758194,EKVX
641065,A498
38270,LOXIMVI
125066,LOXIMVI
243023,PC_3
9948,SF_295
330499,HL_60
251222,NCI_H522
756406,NCI_H522
800773,MDA_MB_435
637037,A498
249992,HCT_15
801010,MALME_3M
727368,PC_3
756246,MALME_3M
756174,SF_268
758965,ACHN
756411,SNB_75
756319,A498
800842,OVCAR_8
23759,A498
799334,MOLT_4
1895,MOLT_4
640199,SK_MEL_5
9908,MALME_3M
800959,A549
284200,HL_60
37364,IGROV1
800105,NCI_ADR_RES
37364,M14
800806,KM12
756393,SK_MEL_28
619130,LOXIMVI
354646,MOLT_4
626923,UO_31
320846,A498
406472,SR
800849,OVCAR_4
756386,M14
756189,U251
767276,HCC_2998
348948,COLO205
756380,SF_295
663322,HOP_92
708929,SF_539
756477,KM12
106399,UACC_257
756143,NCI_ADR_RES
613729,M14
756302,COLO205
756343,MDA_MB_435
756410,HOP_92
756698,MOLT_4
800077,OVCAR_8
406472,HT29
339004,HL_60
21206,A549
756139,UACC_62
767336,M14
756339,KM12
50256,RPMI_8226
685357,HOP_92
673591,T47D
297900,SF_295
756397,MALME_3M
756344,UACC_257
800089,OVCAR_8
708929,MOLT_4
756364,RPMI_8226
756381,KM12
756364,COLO205
756356,M14
756316,UACC_62
661583,ACHN
800780,SF_268
22842,OVCAR_3
282752,KM12
800859,RXF_393
89201,COLO205
68075,UACC_257
630176,SNB_19
740,SF_295
27640,PC_3
802113,RPMI_8226
800940,SF_268
667641,SF_295
349438,UACC_257
719344,PC_3
800847,MALME_3M
28130,OVCAR_3
756293,LOXIMVI
681239,DU_145
756170,SF_539
756201,M14
767361,IGROV1
3894,MALME_3M
660030,SF_539
400978,MALME_3M
330500,SK_MEL_28
800783,HT29
756388,SF_295
49842,SK_MEL_5
756265,LOXIMVI
9856,SNB_19
756154,ACHN
756386,RPMI_8226
681239,MDA_MB_435
756370,SNB_19
733608,SK_MEL_5
697726,HT29
38721,HT29
180973,MDA_N
756280,MALME_3M
800992,MDA_MB_435
70929,OVCAR_8
719214,MDA_MB_435
767333,COLO205
82151,COLO205
756404,MDA_MB_231
693567,MDA_MB_435
19912,MALME_3M
647389,UACC_257
800985,KM12
14975,UACC_257
661583,SF_539
820799,RPMI_8226
727632,SF_268
643406,RXF_393
800946,U251
643406,NCI_H522
800849,CCRF_CEM
94743,A549
268791,MOLT_4
801010,T47D
22842,HOP_92
32065,MDA_N
717696,MDA_MB_231
717695,EKVX
756343,COLO205
648786,U251
100058,SK_MEL_28
633555,SK_MEL_5
752,MALME_3M
695788,A498
83950,NCI_ADR_RES
756319,HT29
178249,HCC_2998
756422,SF_268
756422,HL_60
756175,PC_3
26980,SF_295
800864,SF_295
791571,KM12
756189,SNB_19
800873,HCC_2998
756179,DU_145
163027,COLO205
766811,MDA_MB_435
800964,OVCAR_3
634724,HOP_92
697726,LOXIMVI
344025,A498
45383,HOP_92
77213,CCRF_CEM
628134,SF_539
800855,RPMI_8226
756163,UACC_62
719344,KM12
648786,OVCAR_8
756370,HCC_2998
766811,DU_145
126849,KM12
756151,COLO205
800871,SNB_19
756479,SNB_75
695788,HOP_92
165563,SF_539
683864,A549
251222,UACC_62
83950,OVCAR_8
303812,LOXIMVI
719345,A498
800979,SR
663284,MALME_3M
756410,MDA_MB_231
756316,M14
756280,A549
740565,SF_539
756341,MOLT_4
756179,UO_31
756160,UACC_62
3894,SK_MEL_5
756173,SK_MEL_28
800979,HT29
767242,HT29
32946,COLO205
613011,UACC_62
727680,COLO205
703744,MALME_3M
216128,OVCAR_3
800773,KM12
719345,ACHN
756717,EKVX
339555,OVCAR_4
767365,SK_MEL_5
664168,T47D
28130,KM12
756232,UACC_62
800089,EKVX
163027,NCI_H522
609395,UACC_257
767242,UACC_257
756314,OVCAR_3
51355,A498
209835,IGROV1
767361,U251
717695,A549
168597,OVCAR_4
701996,OVCAR_4
354646,SF_268
2654,SNB_75
755,HCT_15
125066,HL_60
755,PC_3
666096,SK_MEL_28
609395,NCI_H522
708935,SF_295
737370,SK_MEL_28
800980,MDA_MB_231
740,RPMI_8226
648789,SF_295
114781,OVCAR_8
606985,IGROV1
800842,MOLT_4
167780,SF_539
28130,U251
844,SF_295
756298,U251
800849,NCI_ADR_RES
21729,SK_MEL_28
813783,A549
767267,UACC_62
799335,SF_295
126849,CCRF_CEM
630176,PC_3
712184,CCRF_CEM
9856,SF_295
756278,SK_MEL_5
683864,SNB_75
633713,T47D
756698,HCC_2998
800109,T47D
654663,M14
34462,IGROV1
756284,SK_MEL_28
800934,RPMI_8226
269757,U251
756167,PC_3
76387,A549
673591,M14
11779,NCI_H522
800885,EKVX
66357,UACC_257
174121,HCT_15
308606,SF_539
800847,RXF_393
674621,HCC_2998
93819,MOLT_4
757831,RPMI_8226
756486,IGROV1
726188,HOP_92
767333,M14
756251,MDA_MB_231
799356,SNB_19
756337,DU_145
613011,SF_295
727368,MALME_3M
731155,SR
182986,IGROV1
756287,SF_295
757345,HCC_2998
800803,A549
25953,SF_539
696259,HCT_15
182986,HT29
756146,DU_145
727631,A498
666595,PC_3
676674,PC_3
800961,COLO205
758257,RPMI_8226
339004,DU_145
799349,RPMI_8226
756145,MALME_3M
800084,MALME_3M
708248,MOLT_4
758965,HOP_92
339638,HOP_92
726188,A498
687160,MDA_MB_231
799327,SF_539
756299,PC_3
756344,SF_295
664173,HL_60
695942,SF_295
83950,A498
22842,SF_295
756406,T47D
756158,M14
757345,SF_295
667640,SF_539
33832,SF_268
756180,UO_31
51148,RXF_393
756251,M14
681239,MDA_MB_231
756309,PC_3
800075,HT29
628134,LOXIMVI
758965,OVCAR_4
756477,MALME_3M
756431,SR
326231,MDA_N
800934,SNB_75
800855,IGROV1
251222,SNB_75
752506,SF_295
303812,OVCAR_3
642492,CCRF_CEM
322921,RPMI_8226
756258,HT29
756402,OVCAR_3
756392,MALME_3M
3894,SNB_19
381837,HL_60
737370,KM12
132319,NCI_ADR_RES
3088,HCT_15
690274,SNB_75
613012,SK_MEL_5
756399,HCC_2998
756387,A498
4320,UACC_62
22842,A498
708248,A549
9948,SK_MEL_28
767242,MDA_MB_231
800782,UACC_257
243023,SR
727632,A549
756460,PC_3
100058,IGROV1
633782,EKVX
624548,HCT_15
756331,EKVX
767242,SK_MEL_5
799335,HL_60
800072,DU_145
756717,A498
756204,CCRF_CEM
813783,SK_MEL_5
756163,KM12
637037,EKVX
1026,SF_539
65346,NCI_H522
95580,OVCAR_3
284200,HCT_15
800072,SR
756343,CCRF_CEM
65346,NCI_ADR_RES
180973,HT29
756479,A498
756189,DU_145
96019,SF_295
799356,HCC_2998
756160,A549
32946,CCRF_CEM
33434,ACHN
767333,PC_3
791571,SK_MEL_28
756342,DU_145
11779,RPMI_8226
126849,M14
9948,A549
756319,NCI_H522
667640,RPMI_8226
756201,SF_295
61805,UACC_257
756401,A549
756368,NCI_H522
167780,UO_31
354646,UACC_62
148823,DU_145
209835,UACC_257
1895,MDA_MB_435
800109,UACC_62
741899,SF_295
800961,UACC_62
767267,PC_3
800778,UACC_62
663285,UO_31
800089,U251
756298,OVCAR_8
606195,SF_295
756479,SF_295
45383,SF_268
756331,SF_268
800944,MALME_3M
756204,IGROV1
141633,NCI_H522
667640,HCC_2998
330500,MOLT_4
322921,MALME_3M
800873,EKVX
756392,EKVX
326231,NCI_H522
703147,EKVX
656160,OVCAR_4
646244,SK_MEL_28
800992,ACHN
606985,A498
767365,U251
800084,MOLT_4
801006,EKVX
68075,HT29
756316,UACC_257
756208,LOXIMVI
21206,NCI_H522
756208,NCI_ADR_RES
756411,SF_295
251820,EKVX
65104,UO_31
141537,SF_268
800936,HOP_92
646244,SF_268
65346,KM12
756388,MDA_MB_435
800984,HL_60
667641,HCT_15
756406,SF_295
708929,SF_295
339555,MDA_N
22842,SK_MEL_5
800070,SF_268
740,UO_31
3088,IGROV1
800851,HT29
756158,MALME_3M
76411,COLO205
241240,A498
800111,UACC_62
756397,OVCAR_8
712184,PC_3
139105,UACC_257
756296,HT29
800959,U251
756201,SF_268
756372,RXF_393
800780,OVCAR_3
800091,HL_60
156130,HCC_2998
663285,EKVX
662382,SF_295
756408,OVCAR_3
1895,UO_31
800810,EKVX
756246,SNB_19
756401,UO_31
767341,SF_268
381837,M14
800962,HCC_2998
654284,HCC_2998
752,NCI_H522
344025,EKVX
756212,DU_145
800085,LOXIMVI
756317,COLO205
633555,OVCAR_3
800983,NCI_H522
166520,SF_539
756313,SF_539
648789,UACC_257
615484,CCRF_CEM
800080,SK_MEL_5
61805,RPMI_8226
756146,UACC_62
603071,CCRF_CEM
38270,EKVX
756149,HL_60
800933,HOP_92
756380,NCI_ADR_RES
756163,A498
127755,RXF_393
684362,OVCAR_4
800934,NCI_H522
767361,UO_31
736241,COLO205
89201,NCI_ADR_RES
756411,A498
800961,OVCAR_3
2654,COLO205
800949,KM12
767333,CCRF_CEM
613009,NCI_ADR_RES
756284,KM12
800984,UACC_62
756272,SF_295
756177,M14
356885,A498
59729,HL_60
684906,U251
756260,UO_31
727631,LOXIMVI
756213,UACC_62
800962,T47D
132319,MDA_MB_231
684363,SF_295
186,U251
756356,KM12
32946,A549
756288,SF_295
111533,M14
756411,UACC_257
756344,UACC_62
613011,DU_145
756343,SK_MEL_28
756175,OVCAR_4
38876,SK_MEL_28
749675,SNB_19
786035,NCI_H522
676182,SK_MEL_5
83628,DU_145
49842,LOXIMVI
719214,MALME_3M
5890,A549
641065,UACC_62
800813,SF_295
83950,SR
68075,MDA_N
756139,HOP_92
800964,KM12
767338,A498
182986,U251
1895,SNB_19
38270,MDA_MB_435
756164,RPMI_8226
77213,A549
756477,OVCAR_4
737370,CCRF_CEM
21206,UACC_62
756479,MDA_MB_231
756272,M14
141537,M14
756145,LOXIMVI
624548,SF_295
799349,SK_MEL_28
38721,HL_60
695405,SNB_19
800873,UO_31
800863,HOP_92
800102,MALME_3M
756336,ACHN
756380,NCI_H522
756388,NCI_H522
756342,SR
8120,SK_MEL_28
667640,T47D
664168,HT29
756160,IGROV1
30706,HOP_92
756176,RXF_393
800962,NCI_ADR_RES
657274,DU_145
5889,OVCAR_8
163027,SF_295
3970,SF_268
800948,UO_31
662382,PC_3
663284,U251
606985,NCI_ADR_RES
756270,SNB_75
145668,OVCAR_3
21729,SNB_75
251820,A498
640353,SK_MEL_5
264880,ACHN
767267,IGROV1
141537,LOXIMVI
756158,U251
633713,RXF_393
633713,MDA_MB_231
330500,A549
756459,ACHN
381837,SF_539
628503,SK_MEL_5
663282,SR
756339,U251
694501,SF_295
703744,MDA_MB_231
648789,SK_MEL_28
27640,HCT_15
32743,CCRF_CEM
684906,IGROV1
800782,SR
800885,OVCAR_3
800780,RXF_393
14975,CCRF_CEM
33832,HCT_15
65104,SF_295
756238,DU_145
758667,OVCAR_4
168597,MDA_MB_435
800803,SR
756202,ACHN
756292,UACC_257
800091,OVCAR_3
756146,RXF_393
756213,MDA_MB_231
630678,UACC_257
799342,RPMI_8226
756285,M14
168597,ACHN
756260,U251
767242,U251
800944,SNB_75
59729,OVCAR_8
163027,SF_539
125066,UO_31
749675,SK_MEL_28
45388,SF_268
695788,A549
756162,MDA_MB_435
9948,MDA_MB_231
664173,HCT_15
756192,UO_31
83628,OVCAR_8
182986,SK_MEL_28
756155,EKVX
800085,SK_MEL_28
645797,SF_268
339004,HOP_92
767334,KM12
122819,SK_MEL_5
800841,HT29
799350,OVCAR_3
167780,IGROV1
276382,ACHN
88468,HCC_2998
756298,T47D
153858,HL_60
800842,COLO205
712184,MDA_MB_435
756202,EKVX
800994,HCC_2998
664167,UACC_62
403148,HCC_2998
695406,A549
756387,KM12
720515,HCT_15
676181,SK_MEL_5
756201,A498
755,COLO205
261726,IGROV1
613012,KM12
800085,KM12
767337,OVCAR_3
732517,T47D
5890,UACC_257
740,UACC_257
752,SR
647389,SNB_19
623310,SNB_75
642492,EKVX
756302,PC_3
695406,ACHN
127755,HCT_15
643406,MALME_3M
727631,MALME_3M
720515,A549
756189,SNB_75
731155,OVCAR_8
767337,MALME_3M
756698,MDA_MB_231
767333,HCT_15
141537,PC_3
756285,A498
800936,SNB_19
65346,RPMI_8226
276382,MDA_N
400978,SF_268
630176,LOXIMVI
122023,SF_268
687160,A498
756260,HL_60
800101,MOLT_4
21206,UO_31
740565,UACC_62
717695,HCT_15
804962,DU_145
303812,KM12
800782,LOXIMVI
752,ACHN
758257,UACC_62
786035,SF_539
800849,EKVX
756336,MDA_MB_231
756295,MDA_MB_231
349438,T47D
18334,SK_MEL_28
800086,SR
339004,M14
756302,MOLT_4
677423,A498
779374,HL_60
326233,EKVX
800773,CCRF_CEM
800847,MDA_MB_435
756140,PC_3
111533,HCC_2998
21206,MOLT_4
756409,DU_145
800934,SK_MEL_28
800940,MOLT_4
756402,SR
756406,UACC_62
756214,MALME_3M
701996,HCC_2998
375575,NCI_ADR_RES
758194,SR
800779,M14
756401,SNB_75
26980,HL_60
756258,IGROV1
727632,U251
79037,OVCAR_4
70929,SF_268
800779,COLO205
756154,LOXIMVI
756410,UACC_62
756171,COLO205
695406,SR
767335,A498
756290,HCT_15
756334,HL_60
696259,UACC_257
708248,UACC_257
756355,SR
663284,UACC_257
800767,UACC_62
756410,KM12
756343,SF_539
799338,RPMI_8226
756171,IGROV1
33669,EKVX
756246,RXF_393
756202,MDA_MB_231
749675,EKVX
645797,SK_MEL_28
740,IGROV1
800806,NCI_ADR_RES
756171,MALME_3M
756213,RPMI_8226
126849,HT29
651084,SNB_75
609699,KM12
767242,HOP_92
758194,RPMI_8226
756280,M14
800994,OVCAR_8
45383,SNB_75
800959,NCI_ADR_RES
106399,U251
756386,EKVX
756216,KM12
767267,CCRF_CEM
325663,NCI_H522
800994,A549
22842,IGROV1
756372,LOXIMVI
752506,HT29
251222,UO_31
285166,SF_268
756338,RXF_393
756309,NCI_H522
800871,SK_MEL_28
755,IGROV1
630678,ACHN
756373,HT29
756411,UO_31
800860,IGROV1
180973,COLO205
674621,M14
1906,MDA_N
757831,OVCAR_3
756152,LOXIMVI
752,SNB_75
79037,SNB_75
717696,UACC_62
767361,A549
740,NCI_ADR_RES
800773,LOXIMVI
654284,SNB_19
732664,NCI_ADR_RES
26980,HCT_15
756364,T47D
613729,OVCAR_4
756324,MDA_MB_435
690274,COLO205
25154,RPMI_8226
800940,OVCAR_8
684906,MALME_3M
800085,OVCAR_8
800077,DU_145
756387,RPMI_8226
175151,COLO205
297900,IGROV1
756331,MDA_MB_435
756276,ACHN
703744,SK_MEL_28
683864,NCI_H522
800964,ACHN
666096,MDA_MB_435
800109,SK_MEL_28
756183,HL_60
800863,A549
114781,SF_268
756334,LOXIMVI
799325,HT29
727632,UO_31
637037,MDA_MB_231
756342,HT29
175151,RPMI_8226
800810,M14
175151,RXF_393
656160,A549
732664,COLO205
756290,MALME_3M
268791,SNB_75
33832,HT29
756356,EKVX
26980,UO_31
624589,CCRF_CEM
624589,KM12
663282,SNB_19
756201,COLO205
800948,UACC_257
93419,MALME_3M
756336,M14
733608,DU_145
25154,HOP_92
5889,COLO205
756408,ACHN
684362,OVCAR_3
615484,SNB_19
758615,CCRF_CEM
756401,RPMI_8226
800949,UO_31
800841,HOP_92
791792,LOXIMVI
356885,U251
684363,CCRF_CEM
22842,SF_268
756251,SF_268
215139,CCRF_CEM
756389,UACC_62
756384,HT29
66357,MOLT_4
30706,COLO205
756295,SNB_75
37364,MOLT_4
613009,U251
800998,HCT_15
145668,LOXIMVI
800847,NCI_H522
269757,MOLT_4
756201,SNB_75
132319,MDA_N
687160,SR
322921,A549
758615,MALME_3M
167780,SF_268
756368,HL_60
756363,U251
1390,MDA_MB_435
33669,HCT_15
756288,COLO205
800872,SF_539
756292,EKVX
756313,SF_268
756374,RXF_393
613729,SNB_19
800936,OVCAR_8
73754,RPMI_8226
664172,IGROV1
756339,HCC_2998
695404,M14
756408,KM12
801006,A498
606985,SK_MEL_5
664168,LOXIMVI
381838,RPMI_8226
27640,COLO205
216128,MOLT_4
619130,SNB_75
684363,M14
339004,UACC_257
804962,ACHN
727368,RXF_393
648786,LOXIMVI
145668,M14
756278,HT29
756299,MDA_MB_435
628503,NCI_H522
297900,UACC_62
767338,MDA_MB_435
756171,OVCAR_4
727632,HCC_2998
756368,M14
656667,KM12
756156,U251
33832,HL_60
651646,PC_3
800077,OVCAR_4
26271,SK_MEL_5
34462,RXF_393
767269,PC_3
800086,ACHN
756146,SNB_75
708929,SK_MEL_5
756324,MDA_MB_231
100058,UO_31
674621,SF_539
180973,MDA_MB_231
132319,SK_MEL_5
666595,NCI_ADR_RES
322921,HCT_15
76411,M14
603071,OVCAR_3
756314,MDA_MB_435
294734,HOP_92
701996,UACC_257
381837,UACC_257
648786,SF_268
800998,SK_MEL_28
800101,OVCAR_4
330500,RXF_393
756180,HL_60
767333,A498
400978,SNB_75
733608,SK_MEL_28
623310,SK_MEL_28
756402,DU_145
756155,SF_268
613011,HCC_2998
801010,SNB_75
756298,NCI_H522
26980,A498
38876,SR
142227,IGROV1
6396,M14
756422,UACC_257
758667,SF_539
695406,NCI_ADR_RES
767242,HL_60
727368,SK_MEL_5
112152,HOP_92
338947,M14
349438,IGROV1
630678,EKVX
756162,UO_31
22842,EKVX
7521,COLO205
697726,IGROV1
800936,PC_3
141633,HT29
6814,UACC_62
800994,SR
757345,M14
758257,NCI_H522
756149,UACC_62
800072,RPMI_8226
756410,SF_539
756201,SNB_19
721,DU_145
107124,CCRF_CEM
24818,RXF_393
640353,UO_31
111533,MDA_MB_435
756388,COLO205
243023,HOP_92
756404,PC_3
521777,RXF_393
76387,NCI_ADR_RES
684906,A498
767334,OVCAR_8
727631,SF_268
681239,HT29
756192,SF_539
800940,KM12
11779,UACC_62
800085,A498
660030,RPMI_8226
708935,SNB_19
800998,U251
660030,NCI_H522
803712,MDA_MB_435
727680,DU_145
633782,KM12
73754,MALME_3M
756397,SR
756421,MALME_3M
756355,PC_3
756698,UACC_257
756298,LOXIMVI
1390,EKVX
800962,UACC_62
708248,OVCAR_3
756292,RXF_393
800938,HOP_92
800949,CCRF_CEM
700089,KM12
756276,KM12
844,RXF_393
204985,IGROV1
801010,IGROV1
756372,OVCAR_4
3894,HL_60
800885,OVCAR_8
758965,SF_268
93419,SNB_75
800783,HCT_15
676180,EKVX
648772,EKVX
756391,HT29
733608,IGROV1
779374,NCI_ADR_RES
666096,NCI_ADR_RES
6814,SF_295
756136,MDA_MB_231
49842,OVCAR_3
727680,SK_MEL_5
6814,NCI_H522
755,MOLT_4
756265,OVCAR_8
756140,UACC_62
731155,LOXIMVI
381837,OVCAR_3
756381,COLO205
750690,SNB_19
613011,SNB_75
168597,HL_60
50256,OVCAR_3
800080,M14
756388,UACC_62
800980,OVCAR_8
684362,SNB_19
800992,MDA_MB_231
1906,A549
243023,SK_MEL_5
243023,COLO205
756343,SK_MEL_5
800873,CCRF_CEM
5890,IGROV1
630678,T47D
348948,HCC_2998
325663,ACHN
356885,HCC_2998
628503,PC_3
767337,LOXIMVI
95580,IGROV1
756146,HCC_2998
613011,IGROV1
623310,DU_145
264880,IGROV1
9948,CCRF_CEM
2654,MOLT_4
756152,HCT_15
122023,NCI_ADR_RES
628503,KM12
642492,RXF_393
2654,HCT_15
767399,T47D
717696,SF_295
606985,OVCAR_3
756139,SNB_75
800944,SK_MEL_5
174121,UO_31
799349,OVCAR_4
756139,MOLT_4
684363,OVCAR_3
756279,M14
800782,MOLT_4
756290,NCI_ADR_RES
613729,U251
800779,LOXIMVI
613011,M14
695404,HOP_92
756392,KM12
165563,UO_31
756260,EKVX
325663,DU_145
756412,HCC_2998
799348,ACHN
800081,HCC_2998
613012,SNB_75
276382,EKVX
756331,MOLT_4
77037,UO_31
1895,RPMI_8226
756164,HT29
800806,UACC_257
79389,CCRF_CEM
674621,HT29
338947,MDA_N
756299,SF_268
651646,OVCAR_4
77213,OVCAR_4
756296,A549
9856,EKVX
756201,KM12
182986,A498
27640,MDA_MB_435
756298,SF_295
95466,HL_60
25953,OVCAR_3
640353,M14
756402,SK_MEL_28
800936,IGROV1
756402,UACC_257
756192,M14
756421,LOXIMVI
708934,LOXIMVI
800075,HCC_2998
800085,UACC_62
25154,MDA_MB_231
657274,OVCAR_3
799325,ACHN
756204,DU_145
756338,ACHN
628503,SR
740,KM12
112152,A498
755,HT29
800985,MALME_3M
683864,SF_539
756139,OVCAR_4
703147,MALME_3M
756136,DU_145
93819,SR
6814,SK_MEL_5
403148,SNB_75
24559,SK_MEL_5
767275,HOP_92
45388,HCT_15
131547,HT29
756232,HL_60
756290,SF_295
800994,T47D
630678,DU_145
339004,SF_295
695406,SNB_75
138925,UACC_257
